Sentence	Characters	Bytes
كما علق قائلاً أن "وجود مثل هذه الوثيقة قد يؤدي إلى نتائج واعدة بقدر ما هي غير مرضية".	69	135
يمكن للمجلس الوطني الرقمي الفرنسي, الذي يقدم المشورة بشأن مشاريع القوانين الخاصة بمسائل التكنولوجيا الرقمية, أن ينظر في الأمر.	108	213
وفقاً لجريدة لو فيغارو, يمكن لهذه الخطة الحكومية أن توفر 42 مليون يورو, ستذهب 15,5 مليون منها لتحقيق الأمن.	89	169
ليس لدى فرنسا سمعة طيبة.	20	39
ولدت تينا أنسلمي في 25 آذار, 1927 في كاستلفرانكو فينيتو, ترعرعت في كنت عائلة كاثوليكية مناهضة للفاشية, والتي اشتهرت باضطهاد والدها الاشتراكي المتشدد.	127	244
بما أنها كانت قريبة دوماً من الاتحاد الكاثوليكي, اهتمت تينا أنسلمي على وجه الخصوص بحقوق عمال النسيج والمعلمين.	93	184
من الصعب تصور أن كليومترات خطوط المترو في إيطاليا أقل منها في مدريد.	56	111
تم التأكيد على أننا قطعاً لا نستطيع المواصلة مع أولئك الذين يقفون كلياً ضد إيطالياً.	70	139
سنقيم احتمالية وكيفية المواصلة حتى القسم التالي.	42	83
الأغنية الناجحة هي "جيرونيمو" لشيبارد.	34	65
سيتم تقديم 500 يورو من قبل الدول لأولئك الذين بلغوا السن, لينفقوها قبل 31 كانون الأول 2017.	75	139
تستحدث قسيمةٌ يمكن حفظها في هاتفك الذكي أو تقديمها إلى الصراف.	52	103
بدءاً من الأول من كانون الثاني ستكون هناك زيادة في البنزين والديزل.	56	111
أعلنت سي جي آي ميستري في مذكرة, أنه لن تكون هناك أي زيادة في ضريبة القيمة المضافة, حتى عام 2017 على الأقل.	85	163
مستوى في كلتا الحالتي هو الأعلى في الاتحاد الأوروبي.	44	87
تعود آخر الأرقام إلى 24 تشرين الأول من العام الماضي, وتظهر لنا أن الديزل لدينا يكلف 1,335 يورو لليترمقارنةً بمعدل منطقة اليورو الذي يبلغ 1,165 يورو.	123	232
هي كلفة أعلى بكثير بحيث تتجاوز بوضوح المتوسط في الدول التي تتبنى العملة الموحدة, والذي يعادل 1,365 يورو لليتر.	92	177
سحب كورادو باسيرا العرض المقدم إلى بنك إم بي إس نتيجة "موقف الانغلاق التام الذي أبداه البنك تجاهنا".	83	163
كما هو موضح, القرار من اختصاص البنك المركزي الأوروبي وسيكون من غير المناسب أن يتحدث البنك باسمه عبر استبعاد إمكانية النظر في بدائل أخرى.	113	224
هذا ما كان مكتوباً في مذكرة إلى بنك إم بي إس بعد قرار الوزير السابق بترك الاتفاق.	65	129
سوف يخضع للتقييم.	15	29
أبلغ طلاب الجامعة الحرة الدولية للدراسات الاجتماعية أثناء اجتماعٍ انعقد في روما.	69	137
صباح اليوم, التقى البابا فرانسيس مارك زوكربيرغ وزوجته في بيت القديسة مرثا.	63	124
طور أربعة طلاب في جامعة روما الثالثة خوذة دراجة نارية يمكنها "قراءة الأفكار" من خلال المساعدة على توقع تصرفات السائقين.	100	197
أحد أمثلة بحثٍ مطبقٍ في ظل إجراءات سلامة أنتج أيضاً إنساناً آلياً لمنافسة فالنتينو روسي.	74	147
في المقابل, ستحصل أوبر على استثمار بمليار دولار ومقعد في مجلس إدارة الشركة الصينية.	70	138
شركات متزايد تأخذ زمام المبادرة أكثر من أي وقتٍ مضى في وول ستريت, أكثر حتى من وادي السيليكون.	76	150
أصبحت أمازون رابع أكبر شركة أمريكية من حيث القيمة السوقية, متجاوزةً إكسون موبيل.	68	134
رؤساء شركات مثل سبوتيفاي وتسلا وأوبر وسنابتشات سيحضرون اجتماعاً خاصاً بالإضافة إلى قمة ماونتين فيو.	85	169
تمثل رئيسة منطقة مدريد, كريستينا سيفوينتيس, الأكثر محافظةً, في حين أن قادةً من الحزب, مثل وكيل القطاع, خافيير ماروتو, يمثلون الأكثر تقدميةً.	119	231
يعمل دوران كمتحدثٍ رسمي وآنخل بيتادو كأمينٍ للصندوق.	45	89
للمرة الأولى خلال السنوات الست الماضية انخفض معدل البطالة تحت 20%, وبات هناك بالفعل زيادة في العاملين بمقدار 600000 شخص عنما كان عليه الأمر قبل عام.	123	235
إدارتها, مع ذلك, لم تكن تخلو من الانتقادات.	36	69
كانت النقابات شرسة للغاية وفي مناسباتٍ عدة كانت تدعو إلى إلغاء التشريعات التي تشكل مدعاة فخرٍ لفاتيما بانيز.	91	181
يواجه هذا القسم تحدياتٍ جديدةً الآن.	31	61
علاوةً على ذلك, سيتحتم على الحكومة التعامل مع "مشكلة عويصة" أخرى.	55	106
سمح لها وزير الدفاع بأن تبقى الأمين العام للحزب في الوقت الراهن.	53	105
قالت مصادر مطلعة أنه " 100% كوسبيدال".	32	57
بالرغم منهم, لم يفهم الكل في الحزب الرسائل التي حاول الرئيس توجيهها إليهم بالأمس.	68	134
البارون دي كلاريت, الشخص الوحيد في الحكومة الذي يحمل لقباً نبيلاً.	56	110
بيدرو سانشيز, مثل الكثير من الاشتراكيين الآخرين, قال في برنامج إيفول أن إسبانيا أمةٌ من الأمم.	79	155
وماذا عن الأحزاب في ماذا, في الحقوق التاريخية؟	39	77
قال فيديريكو فيليني ذات مرة: "المهرج بالنسبة إلى الإنسانية كالظل بالنسبة إلى الإنسان".	74	144
وقف وحيداً أمام الجمهور ,وفي نهاية المطاف, أخرج أفضل ما فيه كي يثير ضحك الجمهور.	66	129
في الأفلام الحربية وأفلام رعاة البقر والهنود الحمر, كانت مشاهد القتال والضرب مبهرة إلى أقصى حد.	80	158
التفخيم والسخرية المتقنة والتلميحات الفجة وغيرها من الزخارف اللفظية تندرج في في الخطابة البرلمانية, لكن تنقير النواب على بعضهم البعض والكوميديا التهريجية فلا تندرج.	141	280
هو يعتقد أن لا أحد ينتظرنا ينتظرنا.	29	57
ربما لهذا السبب تغرورق عيناه بالدموع فيما يكشف مقطع الوقت محصوله ويسلم سره إلى المياه المقيدة.	79	157
ويجب أن تستقبل بروحٍ منفتحة وذهنٍ صافٍ لأنها تشكل الجيل الجديد من الجمال والأمل.	67	133
نتيجةً لذلك, ترامب ليس قلقاً جداً بشأن تصويت الأمريكيين اللاتينيين على المستوى الوطني.	74	146
يوحي التصويت المبكر أن الأمريكيين اللاتينيين سيخرجون للتصويت بأعدادٍ كبيرة, لكن من غير الواضح إذا ما سيكون لهذه الزيادة تأثيرٌ.	108	214
صرحت المعارضة لإل موندو قائلةً: "سيكون هناك احتجاجات وغيرها من الأمر, لقد خطط لكل شيءٍ بالفعل".	80	155
يحتفل العشرات من أتباع الجبهة الساندينية للتحرير الوطني بالفعل في ساحة بلازا دي لاس فيكتورياس.	80	159
تلقت ماي انتقادات كبيرة لتجنبها الإعلام وعدم التجاوب معه بوضوح بعد الحكم القضائي بشأن انسحاب بريطانيا من الاتحاد الأوروبي.	104	207
انطلق عام 1925 مهرجان العامة, المهرجان المسرحي في الهواء الطلق الذي يقام على السلالم الكبيرة أمام كنيسة سان مايكل ولا يزال يستقطب جمهوراً من جميع أنحاء البلاد.	133	260
جرى الافتتاح الرسمي في 30 نيسان 1955.	31	55
عام 1882, وضع نظامٌ تلغرافي مجهزٌ ب34 جهاز إنذارٍ قيد الخدمة.	51	94
عام 1992, بات مسرح العرائس السابق الذي سلمته البلدية في عهدة الممثلين والموظفين.	68	130
إنه أحد المباني القليلة في مركز المدينة التي نجت من الدمار مع نهاية الحرب العالمية الثانية.	76	151
عام 1832, باعت ولاية فورتمبيرغ الدير السابق للصناعي غيورغ رايشنباخ بشرط إنشاء مصنعٍ للقطن هناك.	81	156
الجالية الإسلامية التي استقرت هنا منذ بداية الستينيات هاجرت بمعظمها من تركيا.	66	131
من بينها منطقة الدير السابق وكنيسة القديسين بطرس وبولوس.	48	95
شيد مبنى البلدية التاريخي في أوبرمرسبورغ أصلاً في القرن التاسع عشر, وأعيد بناؤه بعد حرب الثلاثين عاماً.	87	172
ثمة نظريات مختلفة حول أسباب ترك المكان.	33	65
تضم حديقة غولدن غيت التي يبلغ طولها أربعة كليومترات حديقة نباتية وقبة سماوية وحديقة شاي يابانية وحوض أسماك.	90	179
إنها بمثابة مكانٍ حضري للترفيه والاستجمام بالنسبة إلى سكان سان فرانسيسكو.	63	125
أنشئت حديقة ييربا بوينا على سطح مركز موسكون نورث للمؤتمرات في بداية التسعينيات.	67	133
تضم نصباً تذكارياً لمارتن لوثر كينغ جونيور.	37	73
منذ الستينيات, يشهد اقتصاد المدينة انخفاضاً حاداً.	44	86
خلال الانتخابات العامة لعام 2010, تمكن حزب العمال من الفوز في كل الدوائر الانتخابية السبع.	76	146
كلٌ من توقيت هذا الحدث وتسلسله الزمني مثارٌ لجدلٍ كبير.	46	91
في نيسان من عام 2012, أعرب رئيس الوزراء التركي إردوغان عن خطط حكومته لتخفيف العبء عن البوسفور من خلال إنشاء قناة إسطنبول الموازية له.	110	214
لا سيما أن العثمانيين أرادوا منع تصدير الحبوب نظراً لحاجتهم الشديدة إليها.	63	125
حرمت الإمبراطورية العثمانية وروسيا من إبقاء أساطيل حربية في البحر الأسود.	63	125
كانت إحدى أكثر الثقافات انتشاراً في نطاقها خلال تلك الحقبة, حيث عرفت في العديد من المواقع الأخرى.	81	160
تعود الاكتشافات إلى بداية القرن الخامس قبل الميلاد, مثل معظم المواقع في جنوب شرق أوروبا.	74	146
قد يكون أشهر إنسانٍ من العصر النحاسي هو المومياء المتجمدة أوتزي, الذي عاش عام 3300 ق.م تقريباً.	79	151
تواجدت في المرتفعات بشكلٍ أساسي.	28	55
من الناحية التقنية, فإن طريقة طلي النحاس لديهم جديرة بالملاحظة.	54	106
أثار عنف وضرواة الثورة في الريف كلاً من البلاط والجمعية الوطنية في فرساي.	61	121
عرف بالأمر في باريس واستمر في إذكاء الاستياء الذي بدأ بالفعل مع استمرار ارتفاع أسعار الخبز وانعدام المؤن.	88	175
لم يتخذ الملك احتياطاتٍ خاصة أثناء هروبه وتم التعرف عليه عدة مرات في أماكن مكوثه.	67	133
لاقى النشيد استحساناً وطالب الجمهور بعزفه مجدداً.	43	85
أعلن نهاية أول ألعاب أولمبية دولية.	30	59
جلبت الحرب العالمية الأولى تحولات ووقائع جديدة في السياسات الاستعمارية.	62	123
بدأت الثورة الصناعية في بريطانيا العظمى قبل أي بلدٍ آخر في العالم.	55	109
أظهرت أزمة السويس حدود قدرات القوى الاستعمارية القديمة مثل بريطانيا العظمى وفرنسا في عالمٍ متغير.	83	165
بعد استيلاء النازية على السلطة عام 1933, ظهرت جهود متعارضة في الرايخ الألماني لاستعادة المستعمرات القديمة.	91	176
بعد الثورة الروسية عام 1917, نالت بعض الدول استقلالها, مثل فنلندا وبولندا ودول البلطيق.	74	141
كانت إحدى آخر وسائل الضغط لديه على هنغاريا التهديد بإقامة انتخابات عامة وحرة.	65	129
بعد التسوية, حرص الإمبراطور والملك فرانز جوزيف الأول على معاملة مملكتيه من دون تمييز.	72	142
حل دير ديزيبودنبيرغ نتيجةً لحركة الإصلاح وبات أطلالاً.	47	93
واليوم, هناك آثارٌ كثيرة يمكن زيارتها.	33	64
عام 1632, دمر دير روبرتسبيرغ خلال حرب الثلاثين عاماً من قبل القوات السويدية.	64	122
انتقلت الراهبات المشردات إلى دير أيبينغين.	37	73
أعيد بناء الأنقاض لاحقاً.	22	43
بعد هذه النجاحات, وقع عقداً مع فريق تيليكوم وانتقل للإقامة مع حبيبته في مردينغين في جنوب بادن, حيث عاش حتى عام 2002.	95	183
في دورة الألعاب الأولمبية في آثينا عام 2004, دخل أولريش سباق الدرجات على الطريق كحامل لذهبية عام 2000, هادفاً الفوز بميداليته الذهبية الثانية.	120	229
استبعدت الرقابة كل الآراء غير المرغوب بها, وباتت المشاركة في الحياة العامة شبه مستحيلة.	74	146
كانت آثار الدماء على الملابس بذات الهيئة التي ورد ذكرها في التقارير الإخبارية في يوم جريمة القتل.	81	161
كرم فايس بنيله جائزتي مدينتي كولونيا وبريمن الأدبيتين.	47	93
سراً وعلانية, سعى شبرينغر بقوة للمصالحة مع الشعب اليهودي وسافر عدة مرات إلى إسرائيل.	71	140
احترق الشاليه تماماً.	19	37
في العام التالي, عام 1977, نال وسام الصداقة الأمريكي نظراً إلى موقف الودي لصحافته تجاه الولايات المتحدة الأمريكية.	97	187
تضم منطقتا فيغييه ولا كونت غالبية المساكن الاجتماعية في المدينة, حيث يتشكل السكان بشكلٍ أساسي من المهاجرين أو من أبناء المهاجرين.	109	216
يرتبط تاريخ قرقشونة ارتباطاً مباشراً بكونها مدينة حصينة.	49	97
في بداية الألفية, كان هناك خمسة أطباء لكل 100000 نسمة.	45	82
تستشهد منظمة العفو الدولية بمقالات صحفية من عام 2008 تصف مقتل خمسين شخصاً اتهموا بممارسة السحر.	80	155
وقعت عينا فون بيلينغزهاوزن على القارة القطبية الجنوبية في 27 كانون الثاني 1820, قبل ثلاثة أيام من رؤية برانسفيلد لليابسة, وقبل عشرة أشهر من قيام بالمر بذلك في تشرين الثاني 1820.	147	281
في بعثة إنديورنس الاستكشافية عام 1914, أبحرت السفينة البريطانية إنديورنس, بقيادة القبطان السير إرنست شاكلتون, وعلى متنها ثمانية وعشرون رجلاً لعبور القارة القطبية الجنوبية.	148	288
كان هذا المخطوط هو أساس القانون الروماني ومؤسسات الجمهورية الرومانية والموس مايوروم.	73	145
مع ذلك, أجبر بيروس على ترك صقلية من أجل حضور أعمالٍ تجارية في جنوب إيطاليا.	61	120
في القرن الثامن قبل الميلاد, بدأت اليونان بالخروج من العصور المظلمة بعد سقوط الحضارة الموكيانية.	82	162
ضاعت القراءة والكتابة وباتت الكتابة الموكيانية طي النسيان, غير أن الإغريق اعتمدوا الأبجدية الفينيقية, وعدلوها لوضع الأبجدية اليونانية.	117	231
بدءاً من القرن التاسع قبل الميلاد, بدأت أولى النصوص الإغريقية بالظهور.	60	118
كانت اليونان مقسمة إلى عدة مجتمعات صغيرة تتمتع بالحكم الذاتي, وهو نمطٌ أملته بالأساس جغرافيا اليونان: كل جزيرة أو وادٍ أو سهل معزولٌ عن محيطه بالبحر أو بالسلاسل الجبلية.	141	279
بدءاً من القرن الثامن قبل الميلاد بدأت الدول المدينة بالظهور: وهي أقاليم صغير تتمتع بالحكم الذاتي ولها نظمها السياسية الخاصة بها.	109	216
في العصور الوسطى, لم يكن بوسع معظم المسيحيين قراءة الإنجيل بلغتهم الأم.	60	118
مع ذلك, لم يتوسعوا إلى أن صنعت سفنٌ كبيرة بما يكفي لعبور البحار.	52	102
طورت التجارة من خلال إنشاء مواقع تجارية في أرجاء البحر المتوسط, وهي طريقة لم تكن متبعة حتى ذلك الحين.	83	164
يمكن اعتبار هذه القضية بمثابة نقطة انطلاق مسيرته كثوري راديكالي.	55	109
في بلوفيوس من السنة الثالثة (كانون الثاني-شباط 1794), بعد أن خفف من وطأة عهد الإرهاب, اتخذ عدة تدابير لتحرير المشتبه بهم.	101	192
بما أنها ممولة كلياً بأموال برنار تابي الخاصة, أغلقت هذه المدارس عام 1994 عند إعلان إفلاسه.	76	146
رغم أنها الموزع الأول للمعدات والمنسوجات في العالم, كانت الشركة الألمانية في ورطة مالية.	75	148
للابتعاد عن كل ذلك, أقام آل ريمي في سويسرا معظم صيف 1947.	46	86
عند عودتهم, طابت لهم فكرة العيش في جنوب أفريقيا, بعيداً عن المشاكل في بلجيكا ما بعد الحرب.	74	145
في ربيع عام 1948, وأملاً بتحويل تانتان إلى عملٍ سينمائي, كتب الفنان البلجيكي رسالةً إلى والت ديزني, طالباً دعمه من دون جدوى.	103	198
في الصيف, عاد جورج وزوجته إلى سويسرا, ترافقهما روزان, فتاة في الثامنة عشرة من عمرها وكانت ابنة إحدى صديقات جيرمين.	95	186
خلال العطلة, دخل في علاقة خارج الزواج مع الفتاة الشابة, وقد اعترف بذلك بعد فترة وجيزة.	71	139
في الجزء الأدنى, هناك ثلاثة أشجار نخيل تطل على البحر, وتمثل المحبة التي يكنها أهل هذه الجزيرة لأرضهم.	84	165
علاوةً على ذلك, فإن حدوث أعاصير في الجزيرة محتملٌ خلال الصيف.	51	100
تقع هذه الجزر على الفالق الهندي الأسترالي, الفالق الذي نشأ نتيجة اصطدام الصفائح الهندية بالأسترالية.	86	170
ومن الأشياء التي تدعم هذه النظرية وجود قطيع ملكي كبير من الخيول في فيلا بيلوكا, في سستو سان جوفاني.	81	160
عام 1928, أنشئ ملعب غولف بمساحة 90 هكتاراً في الجزء الشمالي الشرقي من الحديقة, بجوار مضمار السباق.	82	155
عام 1976, لم يعد مضمار السباق مستخدماً, وفي عام 1990, دمر حريقٌ ما تبقى من المدرجات الخشبية, والتي هدمت لاحاقاً مع الإسطبلات.	104	195
في آب من عام 1969, حذف البابا بولس السادس عقوبة الإعدام من قوانين الفاتيكان وألغاها من جميع الجرائم.	83	160
إصدار العملة المعدنية له علاقة بمسألة جمع العملات في الغالب, وبنية بيعها لهواة جمع العملات بالأساس.	84	166
الجزء الداخلي من المنطقة مسطح ومليء بالتلال, بحيث لا يمكن تمييز جزءٍ عن آخر.	63	124
ثمة العديد من الآثار منذ ما قبل التاريخ, منها شواهد قائمة ومناطير.	55	108
تأسست المنطقة الملكية البولية والكلابرية, والتي ضمت سامنيوم أيضاً, وأجزاء من موليزي وبازيليكاتا الشرقية.	91	179
خلال القرن الثالث عشر, استخدم بعض الكتاب اسم بوليا للدلالة على الجزء الجنوبي من شبه الجزيرة الإيطالية.	86	170
يشير المؤرج ديفيد كراوتش إلى أن ستيفن ترك المواجهة في ذلك الوقت تقريباً ليركز على مشاكل أخرى.	77	153
كان قلةٌ منهم فقط (الإيرلات) موجودين في عهد هنري الأول وكان لهذا رمزية كبيرة.	64	125
خلال حرب التحالف الأول, سرعان ما سلطت الأضواء على ضابط مدفعية كورسيكي شاب, في أعقاب الثورة الفرنسية: نابليون بونابرت.	99	194
برغم عدم إنهائه للصراع, أجبر النصر الفرنسي في معركة مارينغو النمساويين على تسليم إيطاليا للمرة الثانية.	88	174
أدى حصار أسطول فيلنوف إلى التخلي عن خطة غزو الجزر البريطانية, وأيضاً بسبب حدوث تطورات جديدة في القارة.	85	168
كان نابليون واثقاً من أن النجاح الواضح في أوسترليتز سيؤدي إلى معاهدة سلام شاملة, غير أن آماله سرعان ما تبددت: رفض رئيس الوزراء البريطاني الجديد اللورد غرينفيل أي اتفاق, كما فعل القيصر ألكسندر.	160	316
فيما يتعلق بالممارسات الدينية, تلقى فيوريلو تعليمه الكنيسة الأسقفية, وظل عضواً في الكنيسة البروتستانتية طوال حياته.	100	197
أخبره الرجل أن الحرب بين العالمين قادمة, وكان قد تنبأ هو ووالتر, أن ثمة سبباً وجيهاً أن وليفيا, من بين الآخرين, دربت عندما كانت طفلة.	109	213
التقى طالبا غوفريدو بيتراسي, إينيو موريكوني وبرونو نيكولاي في معهد سانتا (القديسة) سيسيليا.	79	154
نشأت بينهما علاقة مهنية وودية طويلة استمرت لسنوات.	43	85
يتعاون نيكولاي في العديد من الموسيقى التصويرية للأفلام السينمائية التي ألفها موريكوني مثل فيلم ميتي, في إحدى الأمسيات خلال العشاء, ألفت بعضها من قبل الاثنين معاً.	137	271
مع ذلك, انهارت الصداقة بسبب التعاون غير الرسمي بين الاثنين, والذي أدى إلى نزاعات قانونية.	75	147
خلال مرات التعاون المختلفة, من غير الواضح من من بينهما وضع بعض اللمسات في التوزيعات الموسيقية والتي ظهرت لاحقاً في أسلوب كلا الفنانين.	112	222
في القرن العشرين, بين عامي 1904 و1914, أحدث أنتونيو غاودي نظاماً استمر لعشر سنوات.	69	127
فيه ثلاث مصليات كنسية متوازية عند القبة والعديد من المصليات الكنسية الجانبية بين الدعامات.	77	153
يقضي التقليد على أن الشكل اختير عن قصد بسبب العدد الكبير من اليهود الذين اعتنقوا المسيحية وعاشوا في بالما.	88	175
قبل تشكل جبال الأنديز, كانت الحافة الغربية لأمريكا الجنوبية تشهد العديد من الحركة الأوروجينية.	81	160
تنتمي جبال الأنديز الوسطى إلى ما يدعى "أنديز دي تيبو أدينو" التي تشكلت من خلال انغراز القشرة المحيطية.	85	167
مع ذلك, أثار الانفصال بينه وبين ليناريس ووقف الخط التقدمي ثورة الحقوق التي أطاحت به عام 1879.	77	148
في ظل إدارته, تمت الموافقة على تصويت الإناث, وتم تقنين الأحزاب السياسية, وسمح لكل المنفيين بالعودة وأطلق سراح من تبقى من المعتقلين السياسيين.	119	234
أدى انهيار عشرات المصارف والتدخلات التي جرت فيها إلى هروب رؤوس الأموال مما سبب إفلاس الشركات.	78	155
إنه الجزء من هذا الحد الثاني إلى الحد الخارجي, الخط الوهمي الذي يربط المنارة في بونتا ديل إستي ومالمنارة في بونتا راسا.	98	194
بدأت الأمور تشهد تغييراً في تشرين الأول 1777 استسلمت القوات البريطانية بقيادة الجنرال جون بيرغوين في ساراتوغا شمالي ولاية نيويورك.	111	217
كانت الضربة القاضية والدافع الذي احتاجه المستوطنون لنيل استقلالهم.	58	115
الهنود الحمر الذين وصلوا من كندا, بقيادة جوزيف برانت, دعموا البريطانيين لأن المستعمرين كانوا يصادرون المزيد والمزيد من أراضيهم.	109	215
كانت الحملة بقيادة الجنرال جوزيف بيريغوين الذي كان يهدف إلى الوصول إلى ألباني.	66	131
مع ذلك, تم اعتراضهم وكان عليهم خوض معركة في فريمان, بالقرب من نهر هدسون.	59	115
إسبانية العصر الذهبي أو الإسبانية الحديثة المبكرة هي بديلٌ عن اللغة التي تشكل الانتقال من إسبانية العصور الوسطى إلى الإسبانية الحديثة.	114	227
من جهةٍ أخرى, يحوي التاريخ الخارجي للغة على إشاراتٍ عن تاريخ متحدثي الإسبانية, وعلى تقلباتهم التاريخية وعلى الاستخدام الاجتماعي للغة.	114	225
بالرغم من ذلك, لو تم القبول بالقانون الإنجليزي, لكان لبنات لويس الخامس وفيليب الخامس وكارلوس الرابع حقٌ بالمطالبة بالعرش أكثر من عمتهم إيزابيلا فرنسا.	127	251
محاولات بسط السلام انتهت أخيراً في ربيع عام 1415 وقرر إنريكه تنفيذ خطته: غزو كامل مملكة فرنسا.	78	150
كما أنه استعرض مع فدرالية بوينوس آيريس, تمديد القانون التجاري وتعيين جنرالاتٍ جدداً في الجيش.	79	156
عام 1976 التقى بصديقٍة عملت في شركته للتسجيلات شركة ذا روكيت ريكورد كومباني, كيكي دي, لتسجيل ما سيكون نجاحاً كبيراً آخر له: "لا تشرع بفطر فؤادي".	120	230
تولى بومبي قيادة فيلقين في كابوا وبدأ برفع الضرائب بشكل غير قانوني, وهو تصرفٌ, بقدر ما كان متوقعاً, استغل أتباع قيصر الذين كانوا في صفه.	112	220
تبلغ قيصر شخصياً بتصرفات بومبي من قبل كوريو, الذي كانت ولايته قد انتهت في ذلك الوقت.	69	136
في الوقت نفسه, احتل مكانه في المنصة من قبل مارك أنطونيو, الذي شغل المنصب حتى كانون الأول.	73	143
لكن عندما أجابه مجلس الشيوخ بشكل قاطع من خلال منعه من المنافسة في القنصلية ومنحه خيار سحب قواته أو أن يصبح عدواً للشعب, أدرك أنه, مهما كان الخيار الذي سيأخذه, سيسلم نفسه أعزلاً إلى أيدي أعدائه السياسيين.	167	330
في 1 كانون الثاني من عام 49 ق.م, قرأ مارك أنطونيو تصريحاً من قيصر يعلن فيه الحاكم نفسه صديقاً للسلام.	82	158
